Fecha,Hora,Divisa,Importancia,Evento,Actual,Prevision,Anterior
16 de febrero de 2021",01:30,  AUD,,Cambio del empleo (Ene),"29,1K","40,0K","50,0K"
16 de febrero de 2021",13:30,  EUR,,Actas de la reunión de política monetaria del BCE  , , , 
16 de febrero de 2021",14:30,  USD,,Permisos de construcción (Ene),"1,881M","1,678M","1,704M"
16 de febrero de 2021",14:30,  USD,,Nuevas peticiones de subsidio por desempleo,861K,765K,848K
16 de febrero de 2021",14:30,  USD,,Índice manufacturero de la Fed de Filadelfia (Feb),"23,1","20,0","26,5"
16 de febrero de 2021",17:00,  USD,,Inventarios de petróleo crudo de la AIE,"-7,258M","-2,429M","-6,644M"
17 de febrero de 2021",01:30,  AUD,,Ventas minoristas (Mensual) (Ene)  ,"0,6%","2,0%","-4,1%"
17 de febrero de 2021",08:00,  GBP,,Ventas minoristas (Mensual) (Ene),"-8,2%","-2,5%","0,4%"
17 de febrero de 2021",09:30,  EUR,,PMI manufacturero de Alemania (Feb)  ,"60,6","56,5","57,1"
17 de febrero de 2021",10:30,  GBP,,PMI compuesto  ,"49,8","42,2","41,2"
17 de febrero de 2021",10:30,  GBP,,PMI manufacturero  ,"54,9","53,2","54,1"
17 de febrero de 2021",10:30,  GBP,,PMI de servicios  ,"49,7","41,0","39,5"
17 de febrero de 2021",14:30,  CAD,,Ventas minoristas subyacentes (Mensual) (Dic),"-4,1%","-2,0%","2,9%"
17 de febrero de 2021",16:00,  USD,,Ventas de viviendas de segunda mano (Ene),"6,69M","6,61M","6,65M"
17 de febrero de 2021",Aprox.,  USD,,Informe de política monetaria de la Fed  , , , 
18 de febrero de 2021",02:30,  CNY,,Tasa de préstamo preferencial del PBoC,"3,85%", ,"3,85%"
18 de febrero de 2021",10:00,  EUR,,Índice Ifo de confianza empresarial en Alemania (Feb),"92,4","90,5","90,3"
18 de febrero de 2021",15:30,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
19 de febrero de 2021",08:00,  GBP,,"Ingresos medios de los trabajadores, bonus incluidos (Dic)","4,7%","4,1%","3,7%"
19 de febrero de 2021",08:00,  GBP,,Evolución del desempleo (Ene),"-20,0K","35,0K","-20,4K"
19 de febrero de 2021",11:00,  EUR,,IPC en la zona euro (Anual) (Ene),"0,9%","0,9%","-0,3%"
19 de febrero de 2021",16:00,  USD,,Confianza del consumidor de The Conference Board (Feb),"91,3","90,0","88,9"
19 de febrero de 2021",16:00,  USD,,"Comparecencia de Powell, presidente de la Fed  ", , , 
20 de febrero de 2021",02:00,  NZD,,Decisión de tipos de interés,"0,25%","0,25%","0,25%"
20 de febrero de 2021",02:00,  NZD,,Anuncio de tipos de interés del Banco de la Reserva de Nueva Zelanda  , , , 
20 de febrero de 2021",03:00,  NZD,,Rueda de prensa del RBNZ  , , , 
20 de febrero de 2021",08:00,  EUR,,PIB de Alemania (Trimestral) (4T),"0,3%","0,1%","8,5%"
20 de febrero de 2021",11:45,  GBP,,Audiencia del Comité de Hacienda del Banco de Inglaterra, , , 
20 de febrero de 2021",14:30,  GBP,,Comparecencia del gob Bailey del BoE  , , , 
20 de febrero de 2021",15:30,  GBP,,Comparecencia sobre el informe de inflación  , , , 
20 de febrero de 2021",16:00,  USD,,"Comparecencia de Powell, presidente de la Fed  ", , , 
20 de febrero de 2021",16:00,  USD,,Ventas de viviendas nuevas (Ene),923K,855K,885K
20 de febrero de 2021",16:30,  USD,,Inventarios de petróleo crudo de la AIE,"1,285M","-5,190M","-7,258M"
20 de febrero de 2021",20:10,  NZD,,Declaraciones del gobernador Orr del RBNZ  , , , 
22 de febrero de 2021",14:30,  USD,,Pedidos de bienes duraderos (subyacente) (Mensual) (Ene),"1,4%","0,7%","1,7%"
22 de febrero de 2021",14:30,  USD,,PIB (Trimestral) (4T)  ,"4,1%","4,2%","4,0%"
22 de febrero de 2021",14:30,  USD,,Nuevas peticiones de subsidio por desempleo,730K,838K,841K
22 de febrero de 2021",16:00,  USD,,Venta de viviendas pendientes (Mensual) (Ene),"-2,8%","-0,2%","0,5%"
23 de febrero de 2021",00:30,  NZD,,Declaraciones del gobernador Orr del RBNZ  , , , 
23 de febrero de 2021",14:30,  USD,,Precios del gasto en consumo personal subyacente (Mensual) (Ene),"0,3%","0,2%","0,3%"
28 de febrero de 2021",00:30,  NZD,,Declaraciones del gobernador Orr del RBNZ  , , , 
28 de febrero de 2021",14:30,  USD,,Precios del gasto en consumo personal subyacente (Mensual) (Ene),"0,3%","0,2%","0,3%"
1 de marzo de 2021",08:00,  CNY,,PMI manufacturero (Feb),"50,6","51,1","51,3"
2 de marzo de 2021",02:45,  CNY,,PMI manufacturero de Caixin (Feb),"50,9","51,5","51,5"
2 de marzo de 2021",09:55,  EUR,,PMI manufacturero de Alemania (Feb),"60,7","60,6","57,1"
2 de marzo de 2021",10:30,  GBP,,PMI manufacturero (Feb),"55,1","54,9","54,1"
2 de marzo de 2021",14:00,  EUR,,IPC de Alemania (Anual) (Feb)  ,"1,3%","1,2%","1,0%"
2 de marzo de 2021",16:00,  USD,,PMI manufacturero del ISM (Feb),"60,8","58,8","58,7"
2 de marzo de 2021",17:10,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
3 de marzo de 2021",04:30,  AUD,,Decisión de tipos de interés (Mar),"0,10%","0,10%","0,10%"
3 de marzo de 2021",04:30,  AUD,,Comunicado sobre tipos del RBA  , , , 
3 de marzo de 2021",09:55,  EUR,,Cambio del desempleo en Alemania (Feb),9K,-13K,-37K
3 de marzo de 2021",11:00,  EUR,,IPC en la zona euro (Anual) (Feb)  ,"0,9%","0,9%","0,9%"
3 de marzo de 2021",14:30,  CAD,,PIB (Mensual) (Dic),"0,1%","0,3%","0,8%"
4 de marzo de 2021",01:30,  AUD,,PIB (Trimestral) (4T),"3,1%","2,5%","3,4%"
4 de marzo de 2021",10:30,  GBP,,PMI compuesto (Feb),"49,6","49,8","41,2"
4 de marzo de 2021",10:30,  GBP,,PMI de servicios (Feb),"49,5","49,7","39,5"
4 de marzo de 2021",13:30,  GBP,,Publicación de los presupuestos anuales  , , , 
4 de marzo de 2021",14:15,  USD,,Cambio del empleo no agrícola ADP (Feb),117K,177K,195K
4 de marzo de 2021",16:00,  USD,,PMI no manufacturero del ISM (Feb),"55,3","58,7","58,7"
4 de marzo de 2021",16:30,  USD,,Inventarios de petróleo crudo de la AIE,"21,563M","-0,928M","1,285M"
4 de marzo de 2021",21:15,  NZD,,Declaraciones del gobernador Orr del RBNZ  , , , 
5 de marzo de 2021",01:30,  AUD,,Ventas minoristas (Mensual) (Ene),"0,5%","0,6%","-4,1%"
5 de marzo de 2021",10:30,  GBP,,PMI del sector de la construcción (Feb),"53,3","51,0","49,2"
5 de marzo de 2021",14:30,  USD,,Nuevas peticiones de subsidio por desempleo,745K,750K,736K
5 de marzo de 2021",18:05,  USD,,"Declaraciones Powell, presidente de la Fed  ", , , 
8 de marzo de 2021",14:30,  USD,,Nóminas no agrícolas (Feb),379K,182K,166K
8 de marzo de 2021",14:30,  USD,,Tasa de desempleo (Feb),"6,2%","6,3%","6,3%"
8 de marzo de 2021",16:00,  CAD,,PMI de Ivey (Feb),"60,0", ,"48,4"
9 de marzo de 2021",11:00,  GBP,,Comparecencia del gob Bailey del BoE  , , , 
10 de marzo de 2021",00:50,  JPY,,PIB (Trimestral) (4T),"2,8%","3,0%","5,3%"
10 de marzo de 2021",13:00,  USD,,Previsión energética a corto plazo de la EIA  , , , 
10 de marzo de 2021",14:30,  USD,,IPC subyacente (Mensual) (Feb),"0,1%","0,2%","0,1%"
10 de marzo de 2021",14:30,  USD,,IPC (Anual) (Feb),"1,7%","1,7%","1,4%"
10 de marzo de 2021",14:30,  USD,,IPC (Mensual) (Feb),"0,4%","0,4%","0,3%"
10 de marzo de 2021",16:00,  CAD,,Decisión de tipos de interés,"0,25%","0,25%","0,25%"
10 de marzo de 2021",16:30,  USD,,Inventarios de petróleo crudo de la AIE,"13,798M","0,816M","21,563M"
11 de marzo de 2021",13:45,  EUR,,Tipo de la facilidad de depósito (Mar),"-0,50%","-0,50%","-0,50%"
11 de marzo de 2021",13:45,  EUR,,Tipo de facilidad marginal de crédito del BCE,"0,25%", ,"0,25%"
11 de marzo de 2021",13:45,  EUR,,Decisión del BCE sobre tipos de interés (Mar),"0,00%","0,00%","0,00%"
11 de marzo de 2021",14:30,  USD,,Nuevas peticiones de subsidio por desempleo,712K,725K,754K
11 de marzo de 2021",14:30,  EUR,,Rueda de prensa del BCE  , , , 
11 de marzo de 2021",16:00,  USD,,Encuesta JOLTs de ofertas de empleo (Ene),"6,917M","6,600M","6,752M"
12 de marzo de 2021",08:00,  GBP,,PIB (Mensual),"-2,9%","-4,9%","1,2%"
12 de marzo de 2021",08:00,  GBP,,PIB (Anual),"-9,2%","-7,8%","-8,6%"
12 de marzo de 2021",08:00,  GBP,,Producción manufacturera (Mensual) (Ene),"-2,3%","-0,8%","0,3%"
12 de marzo de 2021",08:00,  GBP,,PIB mensual a 3M / Evolución a 3M,"-1,7%","-2,5%","1,0%"
12 de marzo de 2021",08:00,  EUR,,IPC de Alemania (Anual) (Feb),"1,3%","1,3%","1,0%"
12 de marzo de 2021",14:30,  USD,,IPP (Mensual) (Feb),"0,5%","0,5%","1,3%"
12 de marzo de 2021",14:30,  CAD,,Cambio del empleo (Feb),"259,2K","75,0K","-212,8K"
15 de marzo de 2021",03:00,  CNY,,Índice de Producción Industrial (Anual) (Feb),"35,1%","30,0%","7,3%"
16 de marzo de 2021",01:30,  AUD,,Actas de la reunión de política monetaria del Banco de la Reserva de Australia  , , , 
16 de marzo de 2021",11:00,  EUR,,Índice ZEW de confianza inversora en Alemania (Mar),"76,6","74,0","71,2"
16 de marzo de 2021",13:30,  USD,,Ventas minoristas subyacentes (Mensual) (Feb),"-2,7%","-0,1%","8,3%"
16 de marzo de 2021",13:30,  USD,,Ventas minoristas (Mensual) (Feb),"-3,0%","-0,5%","7,6%"
17 de marzo de 2021",11:00,  EUR,,IPC en la zona euro (Anual) (Feb),"0,9%","0,9%","0,9%"
17 de marzo de 2021",13:30,  USD,,Permisos de construcción (Feb),"1,682M","1,750M","1,886M"
17 de marzo de 2021",13:30,  CAD,,IPC subyacente (Mensual) (Feb),"0,3%", ,"0,5%"
17 de marzo de 2021",15:30,  USD,,Inventarios de petróleo crudo de la AIE,"2,396M","2,964M","13,798M"
17 de marzo de 2021",19:00,  USD,,Proyecciones económicas del FOMC  , , , 
17 de marzo de 2021",19:00,  USD,,Comunicado del FOMC  , , , 
17 de marzo de 2021",19:00,  USD,,Decisión de tipos de interés,"0,25%","0,25%","0,25%"
17 de marzo de 2021",19:30,  USD,,Rueda de prensa del FOMC  , , , 
17 de marzo de 2021",22:45,  NZD,,PIB (Trimestral) (4T),"-1,0%","0,1%","13,9%"
18 de marzo de 2021",01:30,  AUD,,Cambio del empleo (Feb),"88,7K","30,0K","29,5K"
18 de marzo de 2021",09:00,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
18 de marzo de 2021",12:00,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
18 de marzo de 2021",13:00,  GBP,,Decisión de tipos de interés (Mar),"0,10%","0,10%","0,10%"
18 de marzo de 2021",13:00,  GBP,,Actas de la reunión de política monetaria del Banco de Inglaterra  , , , 
18 de marzo de 2021",13:30,  USD,,Nuevas peticiones de subsidio por desempleo,770K,700K,725K
18 de marzo de 2021",13:30,  USD,,Índice manufacturero de la Fed de Filadelfia (Mar),"51,8","23,0","23,1"
19 de marzo de 2021",01:30,  AUD,,Ventas minoristas (Mensual)  ,"-1,1%","0,4%","0,3%"
19 de marzo de 2021",03:30,  JPY,,Rueda de prensa del Banco de Japón  , , , 
19 de marzo de 2021",13:30,  CAD,,Ventas minoristas subyacentes (Mensual) (Ene),"-1,2%","-2,6%","-4,1%"
20 de marzo de 2021",02:30,  CNY,,Tasa de préstamo preferencial del PBoC,"3,85%", ,"3,85%"
20 de marzo de 2021",14:00,  USD,,"Declaraciones Powell, presidente de la Fed  ", , , 
20 de marzo de 2021",15:00,  USD,,Ventas de viviendas de segunda mano (Feb),"6,22M","6,50M","6,66M"
22 de marzo de 2021",08:00,  GBP,,"Ingresos medios de los trabajadores, bonus incluidos (Ene)","4,8%","4,9%","4,7%"
22 de marzo de 2021",08:00,  GBP,,Evolución del desempleo (Feb),"86,6K", ,"-20,8K"
22 de marzo de 2021",12:00,  BRL,,Actas de la reunión del CMP del Banco Central de Brasil  , , , 
22 de marzo de 2021",12:50,  GBP,,Comparecencia del gob Bailey del BoE  , , , 
22 de marzo de 2021",15:00,  USD,,Ventas de viviendas nuevas (Feb),775K,875K,948K
22 de marzo de 2021",16:40,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
22 de marzo de 2021",17:00,  USD,,"Comparecencia de Powell, presidente de la Fed  ", , , 
23 de marzo de 2021",08:00,  GBP,,IPC (Anual) (Feb),"0,4%","0,8%","0,7%"
23 de marzo de 2021",09:30,  EUR,,PMI manufacturero de Alemania (Mar)  ,"66,6","60,8","60,7"
23 de marzo de 2021",10:30,  GBP,,PMI compuesto (Mar)  ,"56,6","51,1","49,6"
23 de marzo de 2021",10:30,  GBP,,PMI manufacturero (Mar)  ,"57,9","55,0","55,1"
23 de marzo de 2021",10:30,  GBP,,PMI de servicios (Mar)  ,"56,8","51,0","49,5"
23 de marzo de 2021",13:30,  USD,,Pedidos de bienes duraderos (subyacente) (Mensual) (Feb),"-0,9%","0,6%","1,6%"
23 de marzo de 2021",15:00,  USD,,"Comparecencia de Powell, presidente de la Fed  ", , , 
23 de marzo de 2021",15:30,  USD,,Inventarios de petróleo crudo de la AIE,"1,912M","-0,272M","2,396M"
23 de marzo de 2021",16:40,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
24 de marzo de 2021",09:30,  CHF,,Decisión de tipos de interés,"-0,75%", ,"-0,75%"
24 de marzo de 2021",09:30,  CHF,,Evaluación de política monetaria del SNB  , , , 
24 de marzo de 2021",10:30,  GBP,,Comparecencia del gob Bailey del BoE  , , , 
24 de marzo de 2021",10:30,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
24 de marzo de 2021",11:00,  EUR,,Cumbre de líderes de la UE  , , , 
24 de marzo de 2021",13:30,  USD,,PIB (Trimestral) (4T),"4,3%","4,1%","4,1%"
24 de marzo de 2021",13:30,  USD,,Nuevas peticiones de subsidio por desempleo,684K,730K,781K
25 de marzo de 2021",08:00,  GBP,,Ventas minoristas (Mensual) (Feb),"2,1%","2,1%","-8,2%"
25 de marzo de 2021",10:00,  EUR,,Índice Ifo de confianza empresarial en Alemania (Mar),"96,6","93,2","92,7"
25 de marzo de 2021",11:00,  EUR,,Cumbre de líderes de la UE  , , , 
25 de marzo de 2021",14:30,  USD,,Precios del gasto en consumo personal subyacente (Mensual) (Feb),"0,1%","0,1%","0,2%"
29 de marzo de 2021",13:00,  EUR,,IPC de Alemania (Anual) (Mar)  ,"1,7%","1,7%","1,3%"
29 de marzo de 2021",15:00,  USD,,Confianza del consumidor de The Conference Board (Mar),"109,7","96,9","90,4"
30 de marzo de 2021",02:00,  CNY,,PMI manufacturero (Mar),"51,9","51,0","50,6"
30 de marzo de 2021",07:00,  GBP,,PIB (Anual) (4T)  ,"-7,3%","-7,8%","-7,8%"
30 de marzo de 2021",07:00,  GBP,,PIB (Trimestral) (4T),"1,3%","1,0%","16,0%"
30 de marzo de 2021",09:55,  EUR,,Cambio del desempleo en Alemania (Mar),-8K,-13K,9K
30 de marzo de 2021",10:00,  EUR,,IPC en la zona euro (Anual) (Mar)  ,"1,3%","1,3%","0,9%"
30 de marzo de 2021",13:15,  USD,,Cambio del empleo no agrícola ADP (Mar),517K,550K,176K
30 de marzo de 2021",13:30,  CAD,,PIB (Mensual) (Ene),"0,7%","0,5%","0,1%"
30 de marzo de 2021",15:00,  USD,,Venta de viviendas pendientes (Mensual) (Feb),"-10,6%","-2,6%","-2,4%"
30 de marzo de 2021",15:30,  USD,,Inventarios de petróleo crudo de la AIE,"-0,876M","0,107M","1,912M"
30 de marzo de 2021",Aprox.,  USD,,"Discurso de Joe Biden, presidente de EE.UU.  ", , , 
31 de marzo de 2021",00:50,  JPY,,Encuesta Tankan: grandes empresas manufactureras (1T),5,-15,-10
31 de marzo de 2021",00:50,  JPY,,Encuesta Tankan: grandes empresas no manufactureras (1T),-1,-5,-5
31 de marzo de 2021",01:30,  AUD,,Ventas minoristas (Mensual) (Feb),"-0,8%","-1,1%","0,3%"
31 de marzo de 2021",02:45,  CNY,,PMI manufacturero de Caixin (Mar),"50,6","51,3","50,9"
31 de marzo de 2021",08:55,  EUR,,PMI manufacturero de Alemania (Mar),"66,6","66,6","60,7"
31 de marzo de 2021",09:30,  GBP,,PMI manufacturero (Mar),"58,9","57,9","55,1"
31 de marzo de 2021",13:30,  USD,,Nuevas peticiones de subsidio por desempleo,719K,680K,658K
31 de marzo de 2021",15:00,  USD,,PMI manufacturero del ISM (Mar),"64,7","61,3","60,8"
1 de abril de 2021",13:30,  USD,,Nóminas no agrícolas (Mar),916K,647K,468K
1 de abril de 2021",13:30,  USD,,Tasa de desempleo (Mar),"6,0%","6,0%","6,2%"
1 de abril de 2021",15:00,  USD,,PMI no manufacturero del ISM (Mar),"63,7","59,0","55,3"
2 de abril de 2021",05:30,  AUD,,Decisión de tipos de interés (Abr),"0,10%","0,10%","0,10%"
2 de abril de 2021",05:30,  AUD,,Comunicado sobre tipos del RBA  , , , 
2 de abril de 2021",15:00,  USD,,Encuesta JOLTs de ofertas de empleo (Feb),"7,367M","6,995M","7,099M"
2 de abril de 2021",17:00,  USD,,Previsión energética a corto plazo de la EIA  , , , 
5 de abril de 2021",05:30,  INR,,Decisión de tipos de interés,"4,00%","4,00%","4,00%"
5 de abril de 2021",09:30,  GBP,,PMI compuesto (Mar),"56,4","56,6","49,6"
5 de abril de 2021",09:30,  GBP,,PMI de servicios (Mar),"56,3","56,8","49,5"
5 de abril de 2021",15:00,  CAD,,PMI de Ivey (Mar),"72,9","60,5","60,0"
5 de abril de 2021",15:30,  USD,,Inventarios de petróleo crudo de la AIE,"-3,522M","-1,436M","-0,876M"
5 de abril de 2021",19:00,  USD,,Actas de la reunión del FOMC  , , , 
6 de abril de 2021",09:30,  GBP,,PMI del sector de la construcción (Mar),"61,7","54,6","53,3"
6 de abril de 2021",12:30,  EUR,,Actas de la reunión de política monetaria del BCE  , , , 
6 de abril de 2021",13:30,  USD,,Nuevas peticiones de subsidio por desempleo,744K,680K,728K
6 de abril de 2021",17:00,  USD,,"Declaraciones Powell, presidente de la Fed  ", , , 
7 de abril de 2021",13:30,  USD,,IPP (Mensual) (Mar),"1,0%","0,5%","0,5%"
7 de abril de 2021",13:30,  CAD,,Cambio del empleo (Mar),"303,1K","100,0K","259,2K"
8 de abril de 2021",07:00,  GBP,,PIB (Mensual),"0,4%","0,6%","-2,2%"
8 de abril de 2021",07:00,  GBP,,PIB (Anual),"-7,8%","-7,3%","-8,5%"
8 de abril de 2021",07:00,  GBP,,Producción manufacturera (Mensual) (Feb),"1,3%","0,5%","-2,3%"
8 de abril de 2021",07:00,  GBP,,PIB mensual a 3M / Evolución a 3M,"-1,6%", ,"-1,4%"
8 de abril de 2021",10:00,  EUR,,Índice ZEW de confianza inversora en Alemania (Abr),"70,7","79,0","76,6"
8 de abril de 2021",13:30,  USD,,IPC subyacente (Mensual) (Mar),"0,3%","0,2%","0,1%"
8 de abril de 2021",13:30,  USD,,IPC (Mensual) (Mar),"0,6%","0,5%","0,4%"
8 de abril de 2021",13:30,  USD,,IPC (Anual) (Mar),"2,6%","2,5%","1,7%"
9 de abril de 2021",03:00,  NZD,,Decisión de tipos de interés,"0,25%","0,25%","0,25%"
9 de abril de 2021",03:00,  NZD,,Anuncio de tipos de interés del Banco de la Reserva de Nueva Zelanda  , , , 
9 de abril de 2021",15:00,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
9 de abril de 2021",15:30,  USD,,Inventarios de petróleo crudo de la AIE,"-5,889M","-2,889M","-3,522M"
9 de abril de 2021",17:00,  USD,,"Declaraciones Powell, presidente de la Fed  ", , , 
13 de abril de 2021",02:30,  AUD,,Cambio del empleo (Mar),"70,7K","35,0K","88,7K"
13 de abril de 2021",07:00,  EUR,,IPC de Alemania (Anual) (Mar),"1,7%","1,7%","1,3%"
13 de abril de 2021",13:30,  USD,,Ventas minoristas subyacentes (Mensual) (Mar),"8,4%","5,0%","-2,5%"
13 de abril de 2021",13:30,  USD,,Nuevas peticiones de subsidio por desempleo,576K,700K,769K
13 de abril de 2021",13:30,  USD,,Índice manufacturero de la Fed de Filadelfia (Abr),"50,2","42,0","51,8"
13 de abril de 2021",13:30,  USD,,Ventas minoristas (Mensual) (Mar),"9,8%","5,9%","-2,7%"
14 de abril de 2021",03:00,  CNY,,PIB (Anual) (1T),"18,3%","19,0%","6,5%"
14 de abril de 2021",03:00,  CNY,,Índice de Producción Industrial (Anual) (Mar),"14,1%","17,2%","35,1%"
14 de abril de 2021",10:00,  EUR,,IPC en la zona euro (Anual) (Mar),"1,3%","1,3%","0,9%"
14 de abril de 2021",13:30,  USD,,Permisos de construcción (Mar),"1,766M","1,750M","1,720M"
15 de abril de 2021",02:30,  AUD,,Actas de la reunión de política monetaria del Banco de la Reserva de Australia  , , , 
15 de abril de 2021",02:30,  CNY,,Tasa de préstamo preferencial del PBoC,"3,85%","3,85%","3,85%"
15 de abril de 2021",07:00,  GBP,,"Ingresos medios de los trabajadores, bonus incluidos (Feb)","4,5%","4,8%","4,8%"
15 de abril de 2021",07:00,  GBP,,Evolución del desempleo (Mar),"10,1K", ,"86,6K"
15 de abril de 2021",23:45,  NZD,,IPC (Trimestral) (1T),"0,8%","0,7%","0,5%"
16 de abril de 2021",02:30,  AUD,,Ventas minoristas (Mensual)  ,"1,4%","1,0%","-0,8%"
16 de abril de 2021",07:00,  GBP,,IPC (Anual) (Mar),"0,7%","0,8%","0,4%"
16 de abril de 2021",11:30,  GBP,,Comparecencia del gob Bailey del BoE  , , , 
16 de abril de 2021",13:30,  CAD,,IPC subyacente (Mensual) (Mar),"0,3%", ,"0,3%"
16 de abril de 2021",15:00,  CAD,,Informe de política monetaria del Banco de Canadá  , , , 
16 de abril de 2021",15:00,  CAD,,Decisión de tipos de interés,"0,25%","0,25%","0,25%"
16 de abril de 2021",15:30,  USD,,Inventarios de petróleo crudo de la AIE,"0,594M","-2,975M","-5,889M"
16 de abril de 2021",16:00,  CAD,,Rueda de prensa Banco de Canadá  , , , 
20 de abril de 2021",12:45,  EUR,,Tipo de la facilidad de depósito (Abr),"-0,50%","-0,50%","-0,50%"
20 de abril de 2021",12:45,  EUR,,Tipo de facilidad marginal de crédito del BCE,"0,25%", ,"0,25%"
20 de abril de 2021",12:45,  EUR,,Comunicado del BCE sobre política monetaria  , , , 
20 de abril de 2021",12:45,  EUR,,Decisión del BCE sobre tipos de interés (Abr),"0,00%","0,00%","0,00%"
20 de abril de 2021",13:30,  USD,,Nuevas peticiones de subsidio por desempleo,547K,617K,586K
20 de abril de 2021",13:30,  EUR,,Rueda de prensa del BCE  , , , 
20 de abril de 2021",15:00,  USD,,Ventas de viviendas de segunda mano (Mar),"6,01M","6,19M","6,24M"
21 de abril de 2021",07:00,  GBP,,Ventas minoristas (Mensual) (Mar),"5,4%","1,5%","2,2%"
21 de abril de 2021",08:30,  EUR,,PMI manufacturero de Alemania (Abr)  ,"66,4","65,8","66,6"
21 de abril de 2021",09:30,  GBP,,PMI manufacturero  ,"60,7", ,"58,9"
21 de abril de 2021",15:00,  USD,,Ventas de viviendas nuevas (Mar),1.021K,886K,846K
21 de abril de 2021",15:30,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
22 de abril de 2021",09:00,  EUR,,Índice Ifo de confianza empresarial en Alemania (Abr),"96,8","97,8","96,6"
22 de abril de 2021",13:30,  USD,,Pedidos de bienes duraderos (subyacente) (Mensual) (Mar),"1,6%","1,6%","-0,3%"
